,Unnamed: 0.1,Unnamed: 0,commit_id,tcmt,bugcount,fixcount,author_date,la,ld,nf,nd,ns,ent,app,rtime,self,hcmt,nrev,revd,nuc,ndev,age,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr
21,21,21.0,af59261bc51a130f31bd1c40b54f08336ab074bc,0,0,0,1450796483,5,0,1,1,1,5.0,0,0,False,0,0,True,38,4,58509,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
22,22,22.0,a041b6c1d3f488ef11b5e674419b92fab0df6010,0,0,0,1450758585,846,199,0,0,0,0.0,0,0,False,0,0,True,0,0,16028,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
23,23,23.0,092eab5b3b571ec9a3de25bd99d0df26dc224144,0,0,0,1450708919,15,1,6,4,1,2.6666666666666665,0,0,False,0,0,True,73,2,57345,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
24,24,24.0,e733195e7df21d02b6c622541f71f87ec6c3aec1,0,0,0,1450651574,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,84056,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
25,25,25.0,44c75003d9f21192282bb069a5b97cfcfacadb84,0,0,0,1450742763,6,4,0,0,0,0.0,0,0,False,0,0,True,0,0,18162,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
26,26,26.0,c74fdd9b082366af3d8e36be36352117dafacb88,0,2,0,1450310557,846,199,28,13,2,37.32142857142857,0,0,False,0,0,True,664,1,31797,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
27,27,27.0,602dbb1d70d8b5a4af9f8b3d226f15ed9c46dc5c,0,0,0,1450735657,67,16,0,0,0,0.0,0,0,False,0,0,True,0,0,70377,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
28,28,28.0,e405f4374fef5f9055fd6e4ec860399fd545dcbb,0,0,0,1450724601,6,4,4,3,2,2.5,0,0,False,0,0,True,24,2,73027,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
29,29,29.0,3e376c83fa41324e6f0c09e86fb3f04015c23fe6,0,0,42,1450734322,87,286,0,0,0,0.0,0,0,False,0,0,True,0,0,6809,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
30,30,30.0,8fec6d40a157018646ee131584fe5b88e31ef230,0,0,0,1450665280,67,16,20,8,2,4.15,0,0,False,0,0,True,73,1,13706,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
31,31,31.0,f6dd17db612ce300edfcc0e965e81fe2c5a59c84,0,0,0,1450729565,943,927,0,0,0,0.0,0,0,False,0,0,True,0,0,14496,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
32,32,32.0,a95a83f2499be017c47997ef7aa27935b4040625,0,0,0,1450727513,3,268,2,2,2,135.5,0,0,False,0,0,True,575,1,5451,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
33,33,33.0,79ccc8dc3896f5d9d432a768a45e1c8f5b0eebea,0,0,0,1450729493,46,19,0,0,0,0.0,0,0,False,0,0,True,0,0,20156,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
34,34,34.0,b1f4caa94989398cb408d755f5474c5931d6222d,0,0,0,1450369469,12,1,1,1,1,13.0,0,0,False,0,0,True,8,3,64821,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
35,35,35.0,e5bc346ddea1c41c42a06b9521120fff26c8d2e2,0,0,0,1450728551,4,10,0,0,0,0.0,0,0,False,0,0,True,0,0,5818,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
36,36,36.0,d2f81e89abf696cc1d55c72008895da75ef98e2d,0,0,0,1447339737,46,19,13,9,1,5.0,0,0,False,0,0,True,23,2,58537,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
37,37,37.0,679dd9caa4d8bf3722e2b917dd1893f1576c754b,0,0,0,1450727160,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,11638,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
38,38,38.0,1d39f58e9da18752d1d8fe068783e022772e7d83,0,0,0,1450722733,4,10,6,2,2,2.333333333333333,0,0,False,0,0,True,26,4,5172,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
39,39,39.0,ad8366cccf1894101ad0ee624dc40c8afa7770c4,0,2,0,1450722062,84,18,4,4,2,25.5,0,0,False,0,0,True,14,1,70488,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
40,40,40.0,d8cbb4f6b11474d795ceb8b30a10dadeafab8e64,0,0,0,1450717561,0,82,0,0,0,0.0,0,0,False,0,0,True,0,0,51976,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
41,41,41.0,49a55cebd0d49cc9dfe34e63adecbe1b9b417962,0,0,0,1448469122,2,2,1,1,1,4.0,0,0,False,0,0,True,375,43,64477,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
42,42,42.0,ef0a1c0dc10e1f8920570bbe91fe04a90e299506,0,0,0,1450406385,0,82,5,5,3,16.4,0,0,False,0,0,True,581,1,41225,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
43,43,43.0,c2ea625e64ac207069bdf1ea9fcdc6dd599f2cd9,0,0,0,1447839231,10,0,2,2,1,5.0,0,0,False,0,0,True,21,1,24366,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
44,44,44.0,9670edf90ee084032552b6835269302209878f60,0,0,0,1447382865,17,5,0,0,0,0.0,0,0,False,0,0,True,0,0,49285,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
45,45,45.0,136a4487309ef32d7f456a12784d748bd31913d5,0,0,0,1450651536,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,34768,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
46,46,46.0,1769c66928c8e0602479b651475bc727f2302363,0,0,0,1450221918,1,1,1,1,1,2.0,0,0,False,0,0,True,375,43,6118,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
47,47,47.0,4b64742af8fe7d6073fb7c156a6f037e562715f6,0,0,0,1450651488,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,32214,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
48,48,48.0,f463478f52da7aa47b21308714a8c52fd5df0c15,0,0,0,1450357568,1,1,1,1,1,2.0,0,0,False,0,0,True,375,43,19469,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
49,49,49.0,aacf05f3432723b0b6f273c24f4a251ac27707b8,0,0,0,1450651318,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,31459,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
50,50,50.0,666473c2a2ae1e7f5bc14ee7741bb7e6ad15391b,0,0,0,1449668874,1,1,1,1,1,2.0,0,0,False,0,0,True,375,43,54874,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
51,51,51.0,536e8db4787e84ca9ba475e8fd7e3680c81a6e69,0,0,0,1450651255,8,19,0,0,0,0.0,0,0,False,0,0,True,0,0,26344,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
52,52,52.0,85236413b6f4d8f7e911d70ae62fa16dcf5a29b2,0,0,0,1450447059,1,1,1,1,1,2.0,0,0,False,0,0,True,375,43,81899,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
53,53,53.0,26cd27e2e1be4b9c070502718f99b2dc55ead00d,0,0,0,1450651189,264,2,0,0,0,0.0,0,0,False,0,0,True,0,0,10139,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
54,54,54.0,0aec6928fbe8b860aa9421be02be00c887ab74d6,0,0,0,1449156111,8,19,4,4,2,6.75,0,0,False,0,0,True,399,2,551,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
55,55,55.0,416111319b4803a83d69bcc97f6308029aabff39,0,0,0,1450365160,10,4,0,0,0,0.0,0,0,False,0,0,True,0,0,57085,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
56,56,56.0,c9d36017e846e402be33aa87224caf0e99434127,0,0,0,1450295450,264,2,7,3,3,38.0,0,0,False,0,0,True,383,2,79650,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
57,57,57.0,fcf9ed8e87fc9cf0def3856beccdefe0d6ef30cc,0,0,0,1450470955,78,100,8,3,1,22.25,0,0,False,0,0,True,9,1,79595,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
58,58,58.0,3754ff894582bc10d445a2c87745d01e69f27530,0,0,0,1450391360,1,1,1,1,1,2.0,0,0,False,0,0,True,2,1,26200,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
59,59,59.0,659c0283a0a58c1c73985554746c8db4f51c5ce5,0,0,0,1450218248,16,7,7,2,1,3.2857142857142856,0,0,False,0,0,True,33,1,1274,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
60,60,60.0,c5da9585bfe2a9320bfc65ba24d28bd6e32614dd,0,0,0,1450216974,3,3,3,1,1,2.0,0,0,False,0,0,True,12,1,39,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
61,61,61.0,17891b4f536e14c45c81895dcb3e12c99e69d20a,0,0,0,1450216935,920,924,4,1,1,461.0,0,0,False,0,0,True,15,1,24575,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
62,62,62.0,97fa646885de4a2939ed1bec796b4d235154d40b,0,0,0,1450365134,3,1,0,0,0,0.0,0,0,False,0,0,True,0,0,2718,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
63,63,63.0,b424d99b9b9bd5f77cd7a95eec06db8d8fc5e870,0,0,0,1448925675,10,4,3,3,1,4.666666666666667,0,0,False,0,0,True,24,3,5875,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
64,64,64.0,3b592b4856a01b4d96b65e4531c82d92adc84ee7,0,0,0,1450338099,68,6,0,0,0,0.0,0,0,False,0,0,True,0,0,25659,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
65,65,65.0,986e361c70d44b54cc3ea5a7fc3a3dd2af7f8811,0,0,0,1449498416,3,1,2,2,2,2.0,0,0,False,0,0,True,382,43,57216,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
66,66,66.0,f9b95884236c64266c6425f0c7b25e220eb5dc4d,0,0,0,1449697400,2,2,0,0,0,0.0,0,0,False,0,0,True,0,0,83400,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
67,67,67.0,1cef4dfa42b7b271829975625481f0cbdf23eb4b,0,0,0,1450338074,2,2,0,0,0,0.0,0,0,False,0,0,True,0,0,53897,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
68,68,68.0,e9210a0c0771d753a7dbef3c655397e36b256328,0,0,0,1448930040,68,6,4,3,1,18.5,0,0,False,0,0,True,22,1,7240,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
69,69,69.0,8c4e622f91562cb8c64ea39e2750b54e7d97ccef,0,0,0,1450335567,193,63,0,0,0,0.0,0,0,False,0,0,True,0,0,25827,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
70,70,70.0,2402bacf5afd3853ea6a6fb922c384849c07b8e1,0,0,0,1449247377,2,2,1,1,1,4.0,0,0,False,0,0,True,3,2,65132,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
71,71,71.0,1a30b0a1a7aa0b89d14f9f338390134163e9c105,0,0,0,1450335267,62,137,0,0,0,0.0,0,0,False,0,0,True,0,0,49388,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
72,72,72.0,bae55abadedf57183f51875d3377d043924197c5,0,0,0,1450309740,193,63,3,1,1,85.33333333333333,0,0,False,0,0,True,7,3,7540,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
73,73,73.0,616bcf6547d46da1547de185b856d361bf0d5351,0,0,0,1450335162,2,2,0,0,0,0.0,0,0,False,0,0,True,0,0,42262,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
74,74,74.0,06ecfdbe9cb5378312b98e9823a5f8fcc4b7ff3f,0,0,0,1450285879,2,60,3,3,2,20.666666666666668,0,0,False,0,0,True,592,23,647,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
75,75,75.0,29444d1ff2c803043b70cbecaf2770f29b9b5e9a,0,0,0,1450335052,55,25,0,0,0,0.0,0,0,False,0,0,True,0,0,25711,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
76,76,76.0,41da070e8a0402da64887844aa3e6bd5dde7f961,0,0,0,1450120100,2,2,1,1,1,4.0,0,0,False,0,0,True,375,43,77100,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
77,77,77.0,740eba6d0bfd3eeb5d6653ac7fb438c7d9c57396,0,0,0,1450334951,24,7,0,0,0,0.0,0,0,False,0,0,True,0,0,27575,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
78,78,78.0,b3244a6349049043a8fb720f46aada375a209e4b,0,0,0,1446680541,26,0,2,2,1,13.0,0,0,False,0,0,True,47,7,43263,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
79,79,79.0,51e6789a3169db4c8340734a7f6d7245f1b1c64d,0,0,0,1450334928,176,2,0,0,0,0.0,0,0,False,0,0,True,0,0,1078,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
80,80,80.0,3e021da2bd9890c30970408284851c18ceea4984,0,0,0,1449184176,24,7,5,4,3,6.2,0,0,False,0,0,True,19,3,5176,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
81,81,81.0,9d5e67a8c4e950202e4a45e41cc8cfa7703aaee3,0,0,0,1450334833,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,71154,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
82,82,82.0,90a2db06510ad8c922fa83da605c8fc54fec72ca,0,0,0,1450247450,176,2,11,5,1,16.181818181818183,0,0,False,0,0,True,183,2,31650,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
83,83,83.0,f87220cedc617a74e0f21cf3a8a4fff592598b32,0,0,0,1450334593,31,13,0,0,0,0.0,0,0,False,0,0,True,0,0,1872,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
84,84,84.0,658e15d7e57854120cade9d48ab8f5041119096c,0,0,0,1450177279,1,1,1,1,1,2.0,0,0,False,0,0,True,375,43,47879,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
85,85,85.0,6f9b4de8cd58e1bcb7aa35f8ba160ace6cc97a34,0,0,0,1450334520,443,154,0,0,0,0.0,0,0,False,0,0,True,0,0,20791,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
86,86,86.0,542c79b5183ec1cb6d22410b05d6778e24327dca,0,0,0,1448518321,7,6,1,1,1,13.0,0,0,False,0,0,True,11,3,18700,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
87,87,87.0,f0116d925b89fed93e50b25f9dd05540190a1fa0,0,0,0,1450334344,6,6,0,0,0,0.0,0,0,False,0,0,True,0,0,72295,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
88,88,88.0,553957d3c48e054c5286a7d6f8d30e557918e7d9,0,0,0,1449795329,14,0,1,1,1,14.0,0,0,False,0,0,True,13,3,5000,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
89,89,89.0,cd3ac4311288c854d5bf0e661097c7262cf84ce3,0,0,0,1450333754,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,53302,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
90,90,90.0,67a7e9a08e51b059aa66fd56d3e982bba466b411,0,0,0,1449743649,6,6,1,1,1,12.0,0,0,False,0,0,True,11,1,46249,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
91,91,91.0,7fac467e10a204384c39318b02e5c9a04c0ce9ec,0,0,0,1450333717,31,11,0,0,0,0.0,0,0,False,0,0,True,0,0,64791,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
92,92,92.0,65abbcb6ca47abb54a1bae09a8cbc4415954ebbe,0,0,0,1449675652,1,1,1,1,1,2.0,0,0,False,0,0,True,9,4,61652,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
93,93,93.0,f582acf4c6c4d834274ec33847a51a08b0273c9f,0,0,0,1450333603,0,1,0,0,0,0.0,0,0,False,0,0,True,0,0,52768,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
94,94,94.0,e42a1336d477907d0229fd4b8fe46341f38be68a,0,0,0,1449664126,31,11,6,2,1,7.0,0,0,False,0,0,True,36,2,50126,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
95,95,95.0,c9a823cebce4135353bb714ead6cfc46dfab7a3f,0,0,14,1450333462,39,18,0,0,0,0.0,0,0,False,0,0,True,0,0,3954,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
96,96,96.0,35c4b7c69cc703f9fd684cf747e3ce266c325b0b,0,0,0,1449244035,0,1,1,1,1,1.0,0,0,False,0,0,True,9,3,61790,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
97,97,97.0,26ab866c84ef83b781d38449ccde4961508de1aa,0,0,0,1450333380,19,18,0,0,0,0.0,0,0,False,0,0,True,0,0,53150,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
98,98,98.0,07082f58e565cdcfecfb8cf3292c3cea1878a431,0,0,0,1446441508,39,18,1,1,1,57.0,6,0,False,20,1,True,6,4,24308,3,1063.0,1066,3.0,1063.0,1066.0,5,7163,7168,8.0,7168,7176.0
99,99,99.0,acae4f1e9cacedf82b04680c2a23ad1549114bd0,0,0,0,1450333282,6,1,0,0,0,0.0,0,0,False,0,0,True,0,0,54189,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
100,100,100.0,d4f41dfc50f14ee5b7f09a837255a35890c73e99,0,0,0,1449589030,19,18,6,3,1,6.166666666666667,0,0,False,0,0,True,26,1,61430,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
101,101,101.0,b4cdfb03d187ae55e34ba19ea2f0a4da5d7af353,0,0,0,1450333169,15,2,0,0,0,0.0,0,0,False,0,0,True,0,0,54076,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
102,102,102.0,52d1a1572c1833f88e643c81c164ad740c6153d1,0,0,0,1449155893,6,1,1,1,1,7.0,0,0,False,0,0,True,1,1,38348,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
103,103,103.0,58420bd46d52b8309e086b6abfd8ec1f81cf9a99,0,0,0,1450333041,7,0,0,0,0,0.0,0,0,False,0,0,True,0,0,39814,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
104,104,104.0,24b6f025902b64617733422403b789b596a5bc17,0,0,0,1449155893,15,2,1,1,1,17.0,0,0,False,0,0,True,2,2,38348,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
105,105,105.0,654fff743e03caeaaf946e5ba270dbd0a1295b7b,0,0,0,1450332984,4,0,0,0,0,0.0,0,0,False,0,0,True,0,0,42983,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
106,106,106.0,30a06929774634731427e7ce51fb465c97b138e5,0,0,0,1449515627,3,0,1,1,1,3.0,0,0,False,0,0,True,4,3,40,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
107,107,107.0,37b1e14c3ce2bec888d4766588966eb3e7689f47,0,0,0,1450332941,263,2370,0,0,0,0.0,0,0,False,0,0,True,0,0,53588,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
108,108,108.0,571deca1a24ba04a35efafdf2b68428105f9edbd,0,0,0,1449512401,4,0,1,1,1,4.0,0,0,False,0,0,True,2,2,71201,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
109,109,109.0,79a44cafc5baaed50a1a80feda7731742396d0db,0,0,0,1450332905,34,25,0,0,0,0.0,0,0,False,0,0,True,0,0,65086,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
110,110,110.0,04fdcfb164d839c88fcaa2218e6daae3f3c485fd,0,0,0,1449501753,18,197,2,2,1,107.5,0,0,False,0,0,True,4,2,328,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
111,111,111.0,add057ca26a738be3c6e8ba393aa22c07d294c48,0,0,0,1450332759,20,4,0,0,0,0.0,0,0,False,0,0,True,0,0,32085,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
112,112,112.0,054e8bd5d9d18ed3b5e00abcaaff2a7350f63a76,0,0,0,1449490219,34,25,8,4,1,7.375,0,0,False,0,0,True,89,2,49019,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
113,113,113.0,4bc34cb8b0084c890edd686deb7d0d0432a57bc9,0,0,0,1450332542,4,3,0,0,0,0.0,0,0,False,0,0,True,0,0,67457,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
114,114,114.0,b26b9a5e5dfc5efade8a602dc853febb52d70ece,0,0,0,1448831874,20,4,2,2,1,12.0,0,0,False,0,0,True,12,1,59929,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
115,115,115.0,2ca3329bedfa416a888cf34fe76f28cc92819e0a,0,0,0,1450331292,21,6,0,0,0,0.0,0,0,False,0,0,True,0,0,86160,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
116,116,116.0,059d578150dfdf1e782d789d3bb68ebb4ef2c57d,0,0,0,1448882685,4,3,1,1,1,7.0,0,0,False,0,0,True,3,3,46040,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
117,117,117.0,2d1c1f893846b19d3618c87f3847b30977d30c12,0,0,0,1450316269,1,1,0,0,0,0.0,0,0,False,0,0,True,0,0,14069,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0
